"No.","Time","Source","Destination","Protocol","Length","Info"
"17704","265.932251505","172.16.208.128","172.16.0.4","TCP","66","12345  >  58790 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901355 TSecr=1428087013"
"17705","265.932724615","172.16.0.4","172.16.208.128","TCP","66","58790  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087014 TSecr=164901355"
"17706","265.960698891","172.16.0.4","172.16.208.128","TCP","74","58792  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087042 TSecr=0 WS=128"
"17707","265.960776793","172.16.208.128","172.16.0.4","TCP","74","12345  >  58792 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901384 TSecr=1428087042 WS=128"
"17708","265.961457907","172.16.0.4","172.16.208.128","TCP","66","58792  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087042 TSecr=164901384"
"17709","265.961470307","172.16.0.4","172.16.208.128","TCP","67","58792  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087043 TSecr=164901384"
"17710","265.961611610","172.16.208.128","172.16.0.4","TCP","66","12345  >  58792 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901385 TSecr=1428087043"
"17711","265.961793213","172.16.0.4","172.16.208.128","TCP","66","58792  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087043 TSecr=164901384"
"17712","265.962052719","172.16.208.128","172.16.0.4","TCP","66","12345  >  58792 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901385 TSecr=1428087043"
"17713","265.962650431","172.16.0.4","172.16.208.128","TCP","66","58792  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087044 TSecr=164901385"
"17714","265.991656428","172.16.0.4","172.16.208.128","TCP","74","58794  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087073 TSecr=0 WS=128"
"17715","265.991742029","172.16.208.128","172.16.0.4","TCP","74","12345  >  58794 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901415 TSecr=1428087073 WS=128"
"17716","265.992419043","172.16.0.4","172.16.208.128","TCP","66","58794  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087073 TSecr=164901415"
"17717","265.992431444","172.16.0.4","172.16.208.128","TCP","67","58794  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087073 TSecr=164901415"
"17718","265.992571847","172.16.208.128","172.16.0.4","TCP","66","12345  >  58794 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901416 TSecr=1428087073"
"17719","265.992744650","172.16.0.4","172.16.208.128","TCP","66","58794  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087074 TSecr=164901415"
"17720","265.993249261","172.16.208.128","172.16.0.4","TCP","66","12345  >  58794 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901416 TSecr=1428087074"
"17721","265.994034777","172.16.0.4","172.16.208.128","TCP","66","58794  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087075 TSecr=164901416"
"17722","266.022235656","172.16.0.4","172.16.208.128","TCP","74","58796  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087103 TSecr=0 WS=128"
"17723","266.022329858","172.16.208.128","172.16.0.4","TCP","74","12345  >  58796 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901445 TSecr=1428087103 WS=128"
"17724","266.022974371","172.16.0.4","172.16.208.128","TCP","66","58796  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087104 TSecr=164901445"
"17725","266.023319778","172.16.0.4","172.16.208.128","TCP","67","58796  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087104 TSecr=164901445"
"17726","266.023375980","172.16.208.128","172.16.0.4","TCP","66","12345  >  58796 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901446 TSecr=1428087104"
"17727","266.023641485","172.16.0.4","172.16.208.128","TCP","66","58796  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087104 TSecr=164901445"
"17728","266.023955991","172.16.208.128","172.16.0.4","TCP","66","12345  >  58796 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901447 TSecr=1428087104"
"17729","266.024575104","172.16.0.4","172.16.208.128","TCP","66","58796  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087106 TSecr=164901447"
"17730","266.052506479","172.16.0.4","172.16.208.128","TCP","74","58798  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087134 TSecr=0 WS=128"
"17731","266.052580780","172.16.208.128","172.16.0.4","TCP","74","12345  >  58798 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901476 TSecr=1428087134 WS=128"
"17732","266.053139592","172.16.0.4","172.16.208.128","TCP","66","58798  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087134 TSecr=164901476"
"17733","266.053395297","172.16.0.4","172.16.208.128","TCP","67","58798  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087134 TSecr=164901476"
"17734","266.053429198","172.16.208.128","172.16.0.4","TCP","66","12345  >  58798 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901476 TSecr=1428087134"
"17735","266.053582301","172.16.0.4","172.16.208.128","TCP","66","58798  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087135 TSecr=164901476"
"17736","266.054396517","172.16.208.128","172.16.0.4","TCP","66","12345  >  58798 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901477 TSecr=1428087135"
"17737","266.054863227","172.16.0.4","172.16.208.128","TCP","66","58798  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087136 TSecr=164901477"
"17738","266.083056906","172.16.0.4","172.16.208.128","TCP","74","58800  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087164 TSecr=0 WS=128"
"17739","266.083125608","172.16.208.128","172.16.0.4","TCP","74","12345  >  58800 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901506 TSecr=1428087164 WS=128"
"17740","266.083542317","172.16.0.4","172.16.208.128","TCP","66","58800  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087165 TSecr=164901506"
"17741","266.083554317","172.16.0.4","172.16.208.128","TCP","67","58800  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087165 TSecr=164901506"
"17742","266.083682119","172.16.208.128","172.16.0.4","TCP","66","12345  >  58800 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901507 TSecr=1428087165"
"17743","266.083930324","172.16.0.4","172.16.208.128","TCP","66","58800  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087165 TSecr=164901506"
"17744","266.084374633","172.16.208.128","172.16.0.4","TCP","66","12345  >  58800 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901507 TSecr=1428087165"
"17745","266.084788142","172.16.0.4","172.16.208.128","TCP","66","58800  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087166 TSecr=164901507"
"17746","266.114585655","172.16.0.4","172.16.208.128","TCP","74","58802  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087195 TSecr=0 WS=128"
"17747","266.114688557","172.16.208.128","172.16.0.4","TCP","74","12345  >  58802 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901538 TSecr=1428087195 WS=128"
"17748","266.115612376","172.16.0.4","172.16.208.128","TCP","66","58802  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087196 TSecr=164901538"
"17749","266.116101586","172.16.0.4","172.16.208.128","TCP","67","58802  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087197 TSecr=164901538"
"17750","266.116118786","172.16.0.4","172.16.208.128","TCP","66","58802  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087197 TSecr=164901538"
"17751","266.116176987","172.16.208.128","172.16.0.4","TCP","66","12345  >  58802 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901539 TSecr=1428087197"
"17752","266.116428492","172.16.208.128","172.16.0.4","TCP","66","12345  >  58802 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901539 TSecr=1428087197"
"17753","266.116970704","172.16.0.4","172.16.208.128","TCP","66","58802  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087198 TSecr=164901539"
"17754","266.144821076","172.16.0.4","172.16.208.128","TCP","74","58804  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087226 TSecr=0 WS=128"
"17755","266.144894978","172.16.208.128","172.16.0.4","TCP","74","12345  >  58804 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901568 TSecr=1428087226 WS=128"
"17756","266.145560591","172.16.0.4","172.16.208.128","TCP","66","58804  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087227 TSecr=164901568"
"17757","266.145572792","172.16.0.4","172.16.208.128","TCP","67","58804  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087227 TSecr=164901568"
"17758","266.145707495","172.16.208.128","172.16.0.4","TCP","66","12345  >  58804 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901569 TSecr=1428087227"
"17759","266.145866098","172.16.0.4","172.16.208.128","TCP","66","58804  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087227 TSecr=164901568"
"17760","266.146147704","172.16.208.128","172.16.0.4","TCP","66","12345  >  58804 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901569 TSecr=1428087227"
"17761","266.146806817","172.16.0.4","172.16.208.128","TCP","66","58804  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087228 TSecr=164901569"
"17762","266.175202401","172.16.0.4","172.16.208.128","TCP","74","58806  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087256 TSecr=0 WS=128"
"17763","266.175291503","172.16.208.128","172.16.0.4","TCP","74","12345  >  58806 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901598 TSecr=1428087256 WS=128"
"17764","266.175993517","172.16.0.4","172.16.208.128","TCP","66","58806  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087257 TSecr=164901598"
"17765","266.176377025","172.16.0.4","172.16.208.128","TCP","67","58806  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087257 TSecr=164901598"
"17766","266.176469027","172.16.208.128","172.16.0.4","TCP","66","12345  >  58806 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901599 TSecr=1428087257"
"17767","266.176712532","172.16.0.4","172.16.208.128","TCP","66","58806  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087258 TSecr=164901598"
"17768","266.176926136","172.16.208.128","172.16.0.4","TCP","66","12345  >  58806 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901600 TSecr=1428087258"
"17769","266.177448747","172.16.0.4","172.16.208.128","TCP","66","58806  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087258 TSecr=164901600"
"17770","266.211361545","172.16.0.4","172.16.208.128","TCP","74","58808  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087292 TSecr=0 WS=128"
"17771","266.211429346","172.16.208.128","172.16.0.4","TCP","74","12345  >  58808 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901634 TSecr=1428087292 WS=128"
"17772","266.211992558","172.16.0.4","172.16.208.128","TCP","66","58808  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087293 TSecr=164901634"
"17773","266.212005158","172.16.0.4","172.16.208.128","TCP","67","58808  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087293 TSecr=164901634"
"17774","266.212132961","172.16.208.128","172.16.0.4","TCP","66","12345  >  58808 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901635 TSecr=1428087293"
"17775","266.212372765","172.16.0.4","172.16.208.128","TCP","66","58808  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087293 TSecr=164901634"
"17776","266.212573870","172.16.208.128","172.16.0.4","TCP","66","12345  >  58808 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901636 TSecr=1428087293"
"17777","266.212869076","172.16.0.4","172.16.208.128","TCP","66","58808  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087294 TSecr=164901636"
"17778","266.253022101","172.16.0.4","172.16.208.128","TCP","74","58810  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087334 TSecr=0 WS=128"
"17779","266.253115103","172.16.208.128","172.16.0.4","TCP","74","12345  >  58810 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901676 TSecr=1428087334 WS=128"
"17780","266.253820717","172.16.0.4","172.16.208.128","TCP","66","58810  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087335 TSecr=164901676"
"17781","266.254178425","172.16.0.4","172.16.208.128","TCP","67","58810  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087335 TSecr=164901676"
"17782","266.254195125","172.16.0.4","172.16.208.128","TCP","66","58810  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087335 TSecr=164901676"
"17783","266.254334328","172.16.208.128","172.16.0.4","TCP","66","12345  >  58810 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901677 TSecr=1428087335"
"17784","266.254553232","172.16.208.128","172.16.0.4","TCP","66","12345  >  58810 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901678 TSecr=1428087335"
"17785","266.254995441","172.16.0.4","172.16.208.128","TCP","66","58810  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087336 TSecr=164901678"
"17786","266.289648954","172.16.0.4","172.16.208.128","TCP","74","58812  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087370 TSecr=0 WS=128"
"17787","266.289834558","172.16.208.128","172.16.0.4","TCP","74","12345  >  58812 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901713 TSecr=1428087370 WS=128"
"17788","266.290516972","172.16.0.4","172.16.208.128","TCP","66","58812  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087371 TSecr=164901713"
"17789","266.290533572","172.16.0.4","172.16.208.128","TCP","67","58812  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087372 TSecr=164901713"
"17790","266.290709876","172.16.208.128","172.16.0.4","TCP","66","12345  >  58812 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901714 TSecr=1428087372"
"17791","266.290952381","172.16.0.4","172.16.208.128","TCP","66","58812  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087372 TSecr=164901713"
"17792","266.291072384","172.16.208.128","172.16.0.4","TCP","66","12345  >  58812 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901714 TSecr=1428087372"
"17793","266.291544093","172.16.0.4","172.16.208.128","TCP","66","58812  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087373 TSecr=164901714"
"17794","266.322427728","172.16.0.4","172.16.208.128","TCP","74","58814  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087403 TSecr=0 WS=128"
"17795","266.322517430","172.16.208.128","172.16.0.4","TCP","74","12345  >  58814 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901746 TSecr=1428087403 WS=128"
"17796","266.323205844","172.16.0.4","172.16.208.128","TCP","66","58814  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087404 TSecr=164901746"
"17797","266.323485049","172.16.0.4","172.16.208.128","TCP","67","58814  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087404 TSecr=164901746"
"17798","266.323541750","172.16.208.128","172.16.0.4","TCP","66","12345  >  58814 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901747 TSecr=1428087404"
"17799","266.323802356","172.16.0.4","172.16.208.128","TCP","66","58814  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087405 TSecr=164901746"
"17800","266.324140863","172.16.208.128","172.16.0.4","TCP","66","12345  >  58814 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901747 TSecr=1428087405"
"17801","266.324680174","172.16.0.4","172.16.208.128","TCP","66","58814  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087406 TSecr=164901747"
"17802","266.353115059","172.16.0.4","172.16.208.128","TCP","74","58816  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087434 TSecr=0 WS=128"
"17803","266.353203661","172.16.208.128","172.16.0.4","TCP","74","12345  >  58816 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901776 TSecr=1428087434 WS=128"
"17804","266.354058979","172.16.0.4","172.16.208.128","TCP","66","58816  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087435 TSecr=164901776"
"17805","266.354075779","172.16.0.4","172.16.208.128","TCP","67","58816  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087435 TSecr=164901776"
"17806","266.354253583","172.16.208.128","172.16.0.4","TCP","66","12345  >  58816 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901777 TSecr=1428087435"
"17807","266.354536588","172.16.0.4","172.16.208.128","TCP","66","58816  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087435 TSecr=164901776"
"17808","266.354673591","172.16.208.128","172.16.0.4","TCP","66","12345  >  58816 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901778 TSecr=1428087435"
"17809","266.355250503","172.16.0.4","172.16.208.128","TCP","66","58816  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087436 TSecr=164901778"
"17810","266.383446283","172.16.0.4","172.16.208.128","TCP","74","58818  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087464 TSecr=0 WS=128"
"17811","266.383532985","172.16.208.128","172.16.0.4","TCP","74","12345  >  58818 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901807 TSecr=1428087464 WS=128"
"17812","266.384130297","172.16.0.4","172.16.208.128","TCP","66","58818  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087465 TSecr=164901807"
"17813","266.384142197","172.16.0.4","172.16.208.128","TCP","67","58818  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087465 TSecr=164901807"
"17814","266.384282100","172.16.208.128","172.16.0.4","TCP","66","12345  >  58818 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901807 TSecr=1428087465"
"17815","266.384469704","172.16.0.4","172.16.208.128","TCP","66","58818  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087465 TSecr=164901807"
"17816","266.384585906","172.16.208.128","172.16.0.4","TCP","66","12345  >  58818 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901808 TSecr=1428087465"
"17817","266.384974014","172.16.0.4","172.16.208.128","TCP","66","58818  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087466 TSecr=164901808"
"17818","266.413803208","172.16.0.4","172.16.208.128","TCP","74","58820  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087495 TSecr=0 WS=128"
"17819","266.413896310","172.16.208.128","172.16.0.4","TCP","74","12345  >  58820 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901837 TSecr=1428087495 WS=128"
"17820","266.414435521","172.16.0.4","172.16.208.128","TCP","66","58820  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087496 TSecr=164901837"
"17821","266.414739527","172.16.0.4","172.16.208.128","TCP","67","58820  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087496 TSecr=164901837"
"17822","266.414778128","172.16.208.128","172.16.0.4","TCP","66","12345  >  58820 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901838 TSecr=1428087496"
"17823","266.414957031","172.16.0.4","172.16.208.128","TCP","66","58820  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087496 TSecr=164901837"
"17824","266.415220337","172.16.208.128","172.16.0.4","TCP","66","12345  >  58820 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901838 TSecr=1428087496"
"17825","266.415827749","172.16.0.4","172.16.208.128","TCP","66","58820  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087497 TSecr=164901838"
"17826","266.444710243","172.16.0.4","172.16.208.128","TCP","74","58822  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087526 TSecr=0 WS=128"
"17827","266.444780844","172.16.208.128","172.16.0.4","TCP","74","12345  >  58822 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901868 TSecr=1428087526 WS=128"
"17828","266.445243154","172.16.0.4","172.16.208.128","TCP","66","58822  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087526 TSecr=164901868"
"17829","266.445445158","172.16.0.4","172.16.208.128","TCP","67","58822  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087527 TSecr=164901868"
"17830","266.445468058","172.16.208.128","172.16.0.4","TCP","66","12345  >  58822 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901868 TSecr=1428087527"
"17831","266.445550360","172.16.0.4","172.16.208.128","TCP","66","58822  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087527 TSecr=164901868"
"17832","266.446419178","172.16.208.128","172.16.0.4","TCP","66","12345  >  58822 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901869 TSecr=1428087527"
"17833","266.446941489","172.16.0.4","172.16.208.128","TCP","66","58822  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087528 TSecr=164901869"
"17834","266.479179352","172.16.0.4","172.16.208.128","TCP","74","58824  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087560 TSecr=0 WS=128"
"17835","266.479269354","172.16.208.128","172.16.0.4","TCP","74","12345  >  58824 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901902 TSecr=1428087560 WS=128"
"17836","266.480291875","172.16.0.4","172.16.208.128","TCP","66","58824  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087561 TSecr=164901902"
"17837","266.480308875","172.16.0.4","172.16.208.128","TCP","67","58824  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087561 TSecr=164901902"
"17838","266.480325376","172.16.0.4","172.16.208.128","TCP","66","58824  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087561 TSecr=164901902"
"17839","266.480475278","172.16.208.128","172.16.0.4","TCP","66","12345  >  58824 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901903 TSecr=1428087561"
"17840","266.480861186","172.16.208.128","172.16.0.4","TCP","66","12345  >  58824 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901904 TSecr=1428087561"
"17841","266.481353097","172.16.0.4","172.16.208.128","TCP","66","58824  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087562 TSecr=164901904"
"17842","266.508804461","172.16.0.4","172.16.208.128","TCP","74","58826  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087590 TSecr=0 WS=128"
"17843","266.508892963","172.16.208.128","172.16.0.4","TCP","74","12345  >  58826 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901932 TSecr=1428087590 WS=128"
"17844","266.509730580","172.16.0.4","172.16.208.128","TCP","66","58826  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087591 TSecr=164901932"
"17845","266.509747781","172.16.0.4","172.16.208.128","TCP","67","58826  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087591 TSecr=164901932"
"17846","266.509920284","172.16.208.128","172.16.0.4","TCP","66","12345  >  58826 [ACK] Seq=1 Ack=2 Win=65280 Len=0 TSval=164901933 TSecr=1428087591"
"17847","266.510227591","172.16.0.4","172.16.208.128","TCP","66","58826  >  12345 [FIN, ACK] Seq=2 Ack=1 Win=64256 Len=0 TSval=1428087591 TSecr=164901932"
"17848","266.510328493","172.16.208.128","172.16.0.4","TCP","66","12345  >  58826 [FIN, ACK] Seq=1 Ack=3 Win=65280 Len=0 TSval=164901933 TSecr=1428087591"
"17849","266.510699000","172.16.0.4","172.16.208.128","TCP","66","58826  >  12345 [ACK] Seq=3 Ack=2 Win=64256 Len=0 TSval=1428087592 TSecr=164901933"
"17850","266.543389172","172.16.0.4","172.16.208.128","TCP","74","58828  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1428087624 TSecr=0 WS=128"
"17851","266.543435473","172.16.208.128","172.16.0.4","TCP","74","12345  >  58828 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=164901966 TSecr=1428087624 WS=128"
"17852","266.544230989","172.16.0.4","172.16.208.128","TCP","66","58828  >  12345 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1428087625 TSecr=164901966"
"17853","266.544248389","172.16.0.4","172.16.208.128","TCP","67","58828  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=1 TSval=1428087625 TSecr=164901966"
