Source,Destination,Protocol,Length,Info,label,cluster
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19566,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,162,76407,1,1
8071,6623,15,66,19567,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,1682,77228,1,1
8073,6622,15,66,46506,1,0
8071,6623,14,162,77228,1,1
8073,6622,14,114,76407,1,1
8071,6623,15,66,19568,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19569,1,0
8073,6622,15,74,32415,1,0
8071,6623,15,74,14625,1,0
8073,6622,15,66,32411,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,32412,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,14619,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,14622,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,14623,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76687,1,1
8071,6623,15,66,14616,1,0
8071,6623,4,96,76716,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,14617,1,0
8071,6623,4,114,76810,1,1
8073,6622,15,74,25555,1,0
8071,6623,15,74,27408,1,0
8073,6622,15,66,25552,1,0
8073,6622,4,72,76639,1,1
8071,6623,15,66,14618,1,0
8071,6623,4,105,76690,1,1
8071,6623,5,314,76592,1,1
8071,6623,15,66,27407,1,0
8073,6622,15,66,25553,1,0
8073,6622,15,66,25554,1,0
8071,6623,15,66,27406,1,0
8071,6623,4,90,76720,1,1
8073,6622,15,66,32413,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,14620,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,14624,1,0
8073,6622,15,66,32414,1,0
8073,6622,15,74,32425,1,0
8071,6623,15,66,14621,1,0
8071,6623,15,74,14635,1,0
8073,6622,15,66,32420,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,32421,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,14629,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,14632,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,14633,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76688,1,1
8071,6623,15,66,14626,1,0
8071,6623,4,97,76717,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,14627,1,0
8071,6623,4,114,76868,1,1
8073,6622,15,74,31427,1,0
8071,6623,15,74,33338,1,0
8073,6622,15,66,31424,1,0
8073,6622,4,83,76675,1,1
8071,6623,15,66,14628,1,0
8071,6623,4,88,76691,1,1
8073,6622,5,1566,76573,1,1
8073,6622,15,66,31426,1,0
8071,6623,15,66,33335,1,0
8071,6623,15,66,33336,1,0
8071,6623,15,66,33337,1,0
8073,6622,15,66,31425,1,0
8071,6623,4,90,76721,1,1
8073,6622,15,66,32422,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,14630,1,0
8071,6623,4,80,76719,1,1
8073,6622,15,66,32424,1,0
8071,6623,15,66,14634,1,0
8073,6622,15,66,32423,1,0
8071,6623,15,66,14631,1,0
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19570,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,194,76407,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,178,77228,1,1
8073,6622,15,66,46507,1,0
8071,6623,14,850,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,706,77228,1,1
8073,6622,15,66,46508,1,0
8071,6623,14,642,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46509,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19571,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19572,1,0
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,15,74,44832,1,0
8071,6623,15,74,16663,1,0
8073,6622,15,66,44828,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,44829,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,16657,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,16660,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,16661,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76687,1,1
8071,6623,15,66,16654,1,0
8071,6623,4,96,76716,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,16655,1,0
8071,6623,4,114,77132,1,1
8073,6622,15,74,38297,1,0
8071,6623,15,74,7873,1,0
8073,6622,15,66,38294,1,0
8073,6622,4,72,76639,1,1
8071,6623,15,66,16656,1,0
8071,6623,4,105,76690,1,1
8071,6623,5,314,76592,1,1
8071,6623,15,66,7872,1,0
8073,6622,15,66,38295,1,0
8073,6622,15,66,38296,1,0
8071,6623,15,66,7871,1,0
8071,6623,4,90,76720,1,1
8073,6622,15,66,44830,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,16658,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,16662,1,0
8073,6622,15,66,44831,1,0
8073,6622,15,74,44847,1,0
8071,6623,15,66,16659,1,0
8071,6623,15,74,16673,1,0
8073,6622,15,66,44843,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,44844,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,16667,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,16670,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,16671,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76688,1,1
8071,6623,15,66,16664,1,0
8071,6623,4,97,76717,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,16665,1,0
8071,6623,4,115,76947,1,1
8073,6622,15,74,38953,1,0
8071,6623,15,74,39822,1,0
8073,6622,15,66,38950,1,0
8073,6622,4,82,76658,1,1
8071,6623,15,66,16666,1,0
8071,6623,4,135,76709,1,1
8071,6623,5,1566,76559,1,1
8071,6623,15,66,39821,1,0
8073,6622,15,66,38951,1,0
8073,6622,15,66,38952,1,0
8071,6623,15,66,39820,1,0
8071,6623,4,90,76721,1,1
8073,6622,15,66,44845,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,16668,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,16672,1,0
8073,6622,15,66,44846,1,0
8071,6623,15,66,16669,1,0
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19573,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,162,76407,1,1
8071,6623,15,66,19574,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,162,77228,1,1
8071,6623,14,162,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,114,77228,1,1
8073,6622,15,66,46510,1,0
8071,6623,14,194,77228,1,1
8073,6622,14,114,76407,1,1
8071,6623,15,66,19575,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19576,1,0
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,15,74,28732,1,0
8071,6623,15,74,14031,1,0
8073,6622,15,66,28728,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,28729,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,14025,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,14028,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,14029,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76687,1,1
8071,6623,15,66,14022,1,0
8071,6623,4,96,76716,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,14023,1,0
8071,6623,4,115,76851,1,1
8073,6622,15,74,36475,1,0
8071,6623,15,74,31572,1,0
8073,6622,15,66,36472,1,0
8073,6622,4,72,76639,1,1
8071,6623,15,66,14024,1,0
8071,6623,4,105,76690,1,1
8071,6623,5,314,76592,1,1
8071,6623,15,66,31571,1,0
8073,6622,15,66,36473,1,0
8073,6622,15,66,36474,1,0
8071,6623,15,66,31570,1,0
8071,6623,4,90,76720,1,1
8073,6622,15,66,28730,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,14026,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,14030,1,0
8073,6622,15,66,28731,1,0
8073,6622,15,74,28737,1,0
8071,6623,15,66,14027,1,0
8071,6623,15,74,14041,1,0
8073,6622,15,66,28733,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,28734,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,14035,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,14038,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,14039,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76688,1,1
8071,6623,15,66,14032,1,0
8071,6623,4,97,76717,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,14033,1,0
8071,6623,4,115,76901,1,1
8073,6622,15,74,45426,1,0
8071,6623,15,74,37802,1,0
8073,6622,15,66,45423,1,0
8073,6622,4,82,76660,1,1
8071,6623,15,66,14034,1,0
8071,6623,4,135,76711,1,1
8071,6623,5,1566,76561,1,1
8071,6623,15,66,37801,1,0
8073,6622,15,66,45424,1,0
8073,6622,15,66,45425,1,0
8071,6623,15,66,37800,1,0
8071,6623,4,90,76721,1,1
8073,6622,15,66,28735,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,14036,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,14040,1,0
8073,6622,15,66,28736,1,0
8071,6623,15,66,14037,1,0
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,15,74,38891,1,0
8071,6623,15,74,15957,1,0
8073,6622,15,66,38887,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,38888,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,15951,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,15954,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,15955,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76687,1,1
8071,6623,15,66,15948,1,0
8071,6623,4,96,76716,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,15949,1,0
8071,6623,4,114,77145,1,1
8073,6622,15,74,30757,1,0
8071,6623,15,74,9716,1,0
8073,6622,15,66,30754,1,0
8073,6622,4,72,76639,1,1
8071,6623,15,66,15950,1,0
8071,6623,4,105,76690,1,1
8071,6623,5,314,76592,1,1
8071,6623,15,66,9715,1,0
8073,6622,15,66,30755,1,0
8073,6622,15,66,30756,1,0
8071,6623,15,66,9714,1,0
8071,6623,4,90,76720,1,1
8073,6622,15,66,38889,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,15952,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,15956,1,0
8073,6622,15,66,38890,1,0
8073,6622,15,74,38897,1,0
8071,6623,15,66,15953,1,0
8071,6623,15,74,15967,1,0
8073,6622,15,66,38893,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,38894,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,15961,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,15964,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,15965,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76688,1,1
8071,6623,15,66,15958,1,0
8071,6623,4,97,76717,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,15959,1,0
8071,6623,4,115,76878,1,1
8073,6622,15,74,38325,1,0
8071,6623,15,74,36520,1,0
8073,6622,15,66,38322,1,0
8073,6622,4,82,76666,1,1
8071,6623,15,66,15960,1,0
8071,6623,4,88,76691,1,1
8073,6622,5,1566,76564,1,1
8073,6622,15,66,38324,1,0
8071,6623,15,66,36517,1,0
8071,6623,15,66,36518,1,0
8071,6623,15,66,36519,1,0
8073,6622,15,66,38323,1,0
8071,6623,4,90,76721,1,1
8073,6622,15,66,38895,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,15962,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,15966,1,0
8073,6622,15,66,38896,1,0
8071,6623,15,66,15963,1,0
8070,11194,13,166,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19577,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,162,76407,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,1602,77228,1,1
8071,6623,14,114,77228,1,1
8071,6623,14,194,77228,1,1
8073,6622,15,66,46511,1,0
8073,6622,15,66,46512,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19578,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19579,1,0
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8073,6622,15,74,45346,1,0
8071,6623,15,74,16803,1,0
8073,6622,15,66,45342,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,45343,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,16797,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,16800,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,16801,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76687,1,1
8071,6623,15,66,16794,1,0
8071,6623,4,96,76716,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,16795,1,0
8071,6623,4,115,76950,1,1
8073,6622,15,74,38274,1,0
8071,6623,15,74,40043,1,0
8073,6622,15,66,38271,1,0
8073,6622,4,72,76639,1,1
8071,6623,15,66,16796,1,0
8071,6623,4,105,76690,1,1
8071,6623,5,314,76592,1,1
8071,6623,15,66,40042,1,0
8073,6622,15,66,38272,1,0
8073,6622,15,66,38273,1,0
8071,6623,15,66,40041,1,0
8071,6623,4,90,76720,1,1
8073,6622,15,66,45344,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,16798,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,16802,1,0
8073,6622,15,66,45345,1,0
8073,6622,15,74,45352,1,0
8071,6623,15,66,16799,1,0
8071,6623,15,74,16813,1,0
8073,6622,15,66,45348,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,45349,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,16807,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,16810,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,16811,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76688,1,1
8071,6623,15,66,16804,1,0
8071,6623,4,97,76717,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,16805,1,0
8071,6623,4,115,76944,1,1
8073,6622,15,74,28190,1,0
8071,6623,15,74,39713,1,0
8073,6622,15,66,28187,1,0
8073,6622,4,83,76669,1,1
8071,6623,15,66,16806,1,0
8071,6623,4,88,76691,1,1
8073,6622,5,1566,76567,1,1
8073,6622,15,66,28189,1,0
8071,6623,15,66,39710,1,0
8071,6623,15,66,39711,1,0
8071,6623,15,66,39712,1,0
8073,6622,15,66,28188,1,0
8071,6623,4,90,76721,1,1
8073,6622,15,66,45350,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,16808,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,16812,1,0
8073,6622,15,66,45351,1,0
8071,6623,15,66,16809,1,0
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11119,10,85,77243,1,1
24092,18763,10,105,77243,1,1
10155,11119,10,85,77243,1,1
24093,18763,10,105,77243,1,1
10155,11119,10,85,77242,1,1
24093,18763,10,105,77242,1,1
8070,11119,10,85,77242,1,1
24092,18763,10,105,77242,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19580,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,178,76407,1,1
8071,6623,15,66,19581,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,162,77228,1,1
8073,6622,15,66,46513,1,0
8071,6623,14,162,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,114,77228,1,1
8073,6622,15,66,46514,1,0
8071,6623,14,194,77228,1,1
8073,6622,14,114,76407,1,1
8071,6623,15,66,19582,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19583,1,0
8073,6622,15,74,39580,1,0
8071,6623,15,74,16117,1,0
8073,6622,15,66,39576,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,39577,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,16111,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,16114,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,16115,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76687,1,1
8071,6623,15,66,16108,1,0
8071,6623,4,96,76716,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,16109,1,0
8071,6623,4,114,76754,1,1
8073,6622,15,74,38856,1,0
8071,6623,15,74,24977,1,0
8073,6622,15,66,38853,1,0
8073,6622,4,72,76639,1,1
8071,6623,15,66,16110,1,0
8071,6623,4,105,76690,1,1
8071,6623,5,314,76592,1,1
8071,6623,15,66,24976,1,0
8073,6622,15,66,38854,1,0
8073,6622,15,66,38855,1,0
8071,6623,15,66,24975,1,0
8071,6623,4,90,76720,1,1
8073,6622,15,66,39578,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,16112,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,16116,1,0
8073,6622,15,66,39579,1,0
8071,6623,15,66,16113,1,0
8073,6622,15,74,39590,1,0
8071,6623,15,74,16127,1,0
8073,6622,15,66,39586,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,39587,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,16121,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,16124,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,16125,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76688,1,1
8071,6623,15,66,16118,1,0
8071,6623,4,97,76717,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,16119,1,0
8071,6623,4,115,76915,1,1
8073,6622,15,74,32445,1,0
8071,6623,15,74,38369,1,0
8073,6622,15,66,32442,1,0
8073,6622,4,82,76659,1,1
8071,6623,15,66,16120,1,0
8071,6623,4,135,76710,1,1
8071,6623,5,1566,76560,1,1
8071,6623,15,66,38368,1,0
8073,6622,15,66,32443,1,0
8073,6622,15,66,32444,1,0
8071,6623,15,66,38367,1,0
8071,6623,4,90,76721,1,1
8073,6622,15,66,39588,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,16122,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,16126,1,0
8073,6622,15,66,39589,1,0
8071,6623,15,66,16123,1,0
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8070,11194,13,212,76629,1,1
10155,11194,13,171,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,217,76629,1,1
8070,11194,13,212,76629,1,1
10155,11194,13,212,76629,1,1
10155,11194,13,217,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,217,76629,1,1
10155,11194,13,212,76629,1,1
8070,11194,13,212,76629,1,1
8070,11194,13,217,76629,1,1
10155,11194,13,217,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19584,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,130,76407,1,1
8071,6623,15,66,19585,1,0
8071,6623,14,178,77228,1,1
8071,6623,14,626,77228,1,1
8071,6623,14,242,77228,1,1
8073,6622,15,66,46516,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19586,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19587,1,0
8073,6622,15,74,40837,1,0
8071,6623,15,74,16464,1,0
8073,6622,15,66,40833,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,40834,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,16459,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,16461,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,16462,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76687,1,1
8071,6623,15,66,16456,1,0
8071,6623,4,96,76716,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,16457,1,0
8071,6623,4,114,77147,1,1
8073,6622,15,74,26973,1,0
8071,6623,15,74,9825,1,0
8073,6622,15,66,26970,1,0
8073,6622,4,72,76639,1,1
8071,6623,15,66,16458,1,0
8071,6623,4,105,76690,1,1
8071,6623,5,314,76592,1,1
8071,6623,15,66,9824,1,0
8073,6622,15,66,26971,1,0
8073,6622,15,66,26972,1,0
8071,6623,15,66,9823,1,0
8071,6623,4,90,76720,1,1
8073,6622,15,66,40835,1,0
8073,6622,4,72,76642,1,1
8071,6623,4,80,76719,1,1
8071,6623,15,66,16463,1,0
8073,6622,15,66,40836,1,0
8073,6622,15,74,40846,1,0
8071,6623,15,66,16460,1,0
8071,6623,15,74,16474,1,0
8073,6622,15,66,40842,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,40843,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,16468,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,16471,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,16472,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76688,1,1
8071,6623,15,66,16465,1,0
8071,6623,4,97,76717,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,16466,1,0
8071,6623,4,115,77007,1,1
8073,6622,15,74,37063,1,0
8071,6623,15,74,47215,1,0
8073,6622,15,66,37060,1,0
8073,6622,4,83,76651,1,1
8071,6623,15,66,16467,1,0
8071,6623,4,136,76702,1,1
8071,6623,5,1566,76552,1,1
8071,6623,15,66,47214,1,0
8073,6622,15,66,37061,1,0
8073,6622,15,66,37062,1,0
8071,6623,15,66,47213,1,0
8071,6623,4,90,76721,1,1
8073,6622,15,66,40844,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,16469,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,16473,1,0
8073,6622,15,66,40845,1,0
8071,6623,15,66,16470,1,0
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
8073,6622,15,74,25895,1,0
8071,6623,15,74,13029,1,0
8073,6622,15,66,25891,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,25892,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,13023,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,13026,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,13027,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76687,1,1
8071,6623,15,66,13020,1,0
8071,6623,4,96,76716,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,13021,1,0
8071,6623,4,114,76978,1,1
8073,6622,15,74,39534,1,0
8071,6623,15,74,44691,1,0
8073,6622,15,66,39531,1,0
8073,6622,4,72,76639,1,1
8071,6623,15,66,13022,1,0
8071,6623,4,105,76690,1,1
8071,6623,5,314,76592,1,1
8071,6623,15,66,44690,1,0
8073,6622,15,66,39532,1,0
8073,6622,15,66,39533,1,0
8071,6623,15,66,44689,1,0
8071,6623,4,90,76720,1,1
8073,6622,15,66,25893,1,0
8073,6622,4,72,76642,1,1
8071,6623,15,66,13024,1,0
8071,6623,4,80,76719,1,1
8071,6623,15,66,13028,1,0
8073,6622,15,66,25894,1,0
8073,6622,15,74,25906,1,0
8071,6623,15,66,13025,1,0
8071,6623,15,74,13048,1,0
8073,6622,15,66,25902,1,0
8071,6623,4,86,76718,1,1
8073,6622,15,66,25903,1,0
8073,6622,4,80,76689,1,1
8071,6623,15,66,13043,1,0
8071,6623,4,100,77221,1,1
8073,6622,4,79,76640,1,1
8071,6623,15,66,13045,1,0
8071,6623,4,89,77219,1,1
8073,6622,4,85,76638,1,1
8071,6623,15,66,13046,1,0
8071,6623,4,103,77220,1,1
8073,6622,4,74,76688,1,1
8071,6623,15,66,13040,1,0
8071,6623,4,97,76717,1,1
8073,6622,4,72,76641,1,1
8071,6623,15,66,13041,1,0
8071,6623,4,114,77133,1,1
8073,6622,15,74,39641,1,0
8071,6623,15,74,7928,1,0
8073,6622,15,66,39638,1,0
8073,6622,4,82,76657,1,1
8071,6623,15,66,13042,1,0
8071,6623,4,135,76708,1,1
8071,6623,5,1566,76558,1,1
8071,6623,15,66,7927,1,0
8073,6622,15,66,39639,1,0
8073,6622,15,66,39640,1,0
8071,6623,15,66,7926,1,0
8071,6623,4,90,76721,1,1
8073,6622,15,66,25904,1,0
8073,6622,4,72,76642,1,1
8071,6623,4,80,76719,1,1
8071,6623,15,66,13047,1,0
8073,6622,15,66,25905,1,0
8071,6623,15,66,13044,1,0
10155,11194,13,166,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
10155,11194,13,171,76629,1,1
8073,6622,14,146,76407,1,1
8071,6623,15,66,19588,1,0
8071,6623,14,130,77228,1,1
8073,6622,14,162,76407,1,1
8071,6623,14,178,77228,1,1
8071,6623,14,130,77228,1,1
8071,6623,14,162,77228,1,1
8071,6623,14,226,77228,1,1
8071,6623,14,114,77228,1,1
8071,6623,14,194,77228,1,1
8073,6622,15,66,46517,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19589,1,0
8073,6622,14,114,76407,1,1
8071,6623,15,66,19590,1,0
10155,11194,13,166,76629,1,1
10155,11194,13,171,76629,1,1
8070,11194,13,166,76629,1,1
8070,11194,13,171,76629,1,1
